id,taxonomy,kingdom,phylum,class,order,family,genus,species
OTU716,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Pirellulales, f__Pirellulaceae, g__, s__
OTU7160,k__Bacteria,k__Bacteria,,,,,,
OTU7162,k__Bacteria; p__BRC1; c__PRR-11; o__; f__; g__; s__,k__Bacteria, p__BRC1, c__PRR-11, o__, f__, g__, s__
OTU7164,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__; s__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Legionellaceae, g__, s__
OTU7165,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Gemmataceae, g__, s__
OTU7167,k__Bacteria; p__GAL15; c__; o__; f__; g__; s__,k__Bacteria, p__GAL15, c__, o__, f__, g__, s__
OTU7168,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria, p__OD1, c__ZB2, o__, f__, g__, s__
OTU7169,k__Bacteria,k__Bacteria,,,,,,
OTU717,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
OTU7170,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__
OTU7171,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
OTU7173,k__Bacteria; p__Bacteroidetes; c__[Rhodothermi]; o__[Rhodothermales]; f__Rhodothermaceae; g__; s__,k__Bacteria, p__Bacteroidetes, c__[Rhodothermi], o__[Rhodothermales], f__Rhodothermaceae, g__, s__
OTU7174,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Pirellulales, f__Pirellulaceae, g__, s__
OTU7176,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Planctomycetales, f__Planctomycetaceae, g__Planctomyces, s__
OTU7177,k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__,k__Bacteria, p__TM7, c__SC3, o__, f__, g__, s__
OTU7178,k__Bacteria; p__OD1; c__ABY1; o__; f__; g__; s__,k__Bacteria, p__OD1, c__ABY1, o__, f__, g__, s__
OTU7179,k__Bacteria; p__Chloroflexi; c__SAR202; o__; f__; g__; s__,k__Bacteria, p__Chloroflexi, c__SAR202, o__, f__, g__, s__
OTU718,k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__,k__Bacteria, p__Gemmatimonadetes, c__Gemm-3, o__, f__, g__, s__
OTU7180,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Candidatus Portiera; s__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Oceanospirillales, f__Halomonadaceae, g__Candidatus Portiera, s__
OTU7181,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Acidobacteriaceae, g__, s__
OTU7182,k__Bacteria; p__Gemmatimonadetes; c__Gemm-5; o__; f__; g__; s__,k__Bacteria, p__Gemmatimonadetes, c__Gemm-5, o__, f__, g__, s__
OTU7183,k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales,k__Bacteria, p__Chlamydiae, c__Chlamydiia, o__Chlamydiales,,,
OTU7184,k__Bacteria; p__OP11; c__OP11-3; o__; f__; g__; s__,k__Bacteria, p__OP11, c__OP11-3, o__, f__, g__, s__
OTU7185,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria, p__OD1, c__ZB2, o__, f__, g__, s__
OTU7186,k__Bacteria; p__OD1; c__; o__; f__; g__; s__,k__Bacteria, p__OD1, c__, o__, f__, g__, s__
OTU7187,k__Bacteria,k__Bacteria,,,,,,
OTU7188,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Candidatus Xiphinematobacter; s__,k__Bacteria, p__Verrucomicrobia, c__[Spartobacteria], o__[Chthoniobacterales], f__[Chthoniobacteraceae], g__Candidatus Xiphinematobacter, s__
OTU7189,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Kiloniellales, f__, g__, s__
OTU719,k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__,k__Bacteria, p__Gemmatimonadetes, c__Gemm-3, o__, f__, g__, s__
OTU7190,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__; g__; s__,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__, g__, s__
OTU7191,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Ulvibacter; s__,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Ulvibacter, s__
OTU7192,k__Bacteria,k__Bacteria,,,,,,
OTU7193,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Rhodoplanes, s__
OTU7194,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__,k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__WD2101, f__, g__, s__
OTU7196,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__; s__,k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__Phycisphaerales, f__Phycisphaeraceae, g__, s__
OTU7197,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
OTU7198,k__Bacteria; p__Gemmatimonadetes; c__; o__; f__; g__; s__,k__Bacteria, p__Gemmatimonadetes, c__, o__, f__, g__, s__
OTU72,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Lactococcus, s__
OTU7200,k__Bacteria; p__OD1; c__; o__; f__; g__; s__,k__Bacteria, p__OD1, c__, o__, f__, g__, s__
OTU7201,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Methylophilales, f__, g__, s__
OTU7202,k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__; s__,k__Bacteria, p__Verrucomicrobia, c__Opitutae, o__Opitutales, f__Opitutaceae, g__, s__
OTU7203,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria,,,,
OTU7204,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
OTU7205,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__guillouiae,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__guillouiae
OTU7206,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__, g__, s__
OTU7208,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria, p__OD1, c__ZB2, o__, f__, g__, s__
OTU7209,k__Bacteria; p__ZB3; c__BS119; o__; f__; g__; s__,k__Bacteria, p__ZB3, c__BS119, o__, f__, g__, s__
OTU721,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__; s__,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Caldilineales, f__Caldilineaceae, g__, s__
OTU7210,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Bdellovibrionales, f__Bacteriovoracaceae, g__, s__
OTU7212,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Planctomycetales, f__Planctomycetaceae, g__Planctomyces, s__
OTU7213,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__
OTU7214,k__Bacteria; p__Proteobacteria,k__Bacteria, p__Proteobacteria,,,,,
OTU7215,k__Bacteria; p__OP11; c__WCHB1-64; o__; f__; g__; s__,k__Bacteria, p__OP11, c__WCHB1-64, o__, f__, g__, s__
OTU7216,k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Rhabdochlamydiaceae; g__Candidatus Rhabdochlamydia; s__,k__Bacteria, p__Chlamydiae, c__Chlamydiia, o__Chlamydiales, f__Rhabdochlamydiaceae, g__Candidatus Rhabdochlamydia, s__
OTU7217,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae, g__, s__
OTU7218,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__, s__
OTU7219,k__Bacteria,k__Bacteria,,,,,,
OTU722,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Ardenscatenales; f__Ardenscatenaceae; g__Ardenscatena; s__,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Ardenscatenales, f__Ardenscatenaceae, g__Ardenscatena, s__
OTU7220,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__
OTU7221,k__Bacteria; p__OP3; c__PBS-25; o__; f__; g__; s__,k__Bacteria, p__OP3, c__PBS-25, o__, f__, g__, s__
OTU7222,k__Bacteria,k__Bacteria,,,,,,
OTU7224,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__; g__; s__,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__, g__, s__
OTU7226,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__nsmpVI18; s__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__Alteromonadaceae, g__nsmpVI18, s__
OTU7227,k__Bacteria; p__OD1; c__; o__; f__; g__; s__,k__Bacteria, p__OD1, c__, o__, f__, g__, s__
OTU7228,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus,
OTU723,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__SBR1031, f__A4b, g__, s__
OTU7230,k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__,k__Bacteria, p__Gemmatimonadetes, c__Gemm-3, o__, f__, g__, s__
OTU7231,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Symbiobacteriaceae; g__Symbiobacterium; s__,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Symbiobacteriaceae, g__Symbiobacterium, s__
OTU7232,k__Bacteria; p__Chloroflexi; c__SAR202; o__; f__; g__; s__,k__Bacteria, p__Chloroflexi, c__SAR202, o__, f__, g__, s__
OTU7233,k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Simkaniaceae; g__Fritschea; s__eriococci,k__Bacteria, p__Chlamydiae, c__Chlamydiia, o__Chlamydiales, f__Simkaniaceae, g__Fritschea, s__eriococci
OTU7234,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Ectothiorhodospiraceae; g__Halorhodospira; s__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__Ectothiorhodospiraceae, g__Halorhodospira, s__
OTU7235,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
OTU7236,k__Bacteria; p__OP3; c__koll11; o__GIF10; f__kpj58rc; g__; s__,k__Bacteria, p__OP3, c__koll11, o__GIF10, f__kpj58rc, g__, s__
OTU7237,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__, s__
OTU7238,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Gemmataceae, g__, s__
OTU7239,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Cystobacterineae, g__, s__
OTU724,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Chromatiaceae; g__Nitrosococcus; s__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__Chromatiaceae, g__Nitrosococcus, s__
OTU7241,k__Bacteria; p__OD1; c__ABY1; o__; f__; g__; s__,k__Bacteria, p__OD1, c__ABY1, o__, f__, g__, s__
OTU7243,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__,k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__WD2101, f__, g__, s__
OTU7244,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__IIb; f__; g__; s__,k__Bacteria, p__Elusimicrobia, c__Elusimicrobia, o__IIb, f__, g__, s__
OTU7245,k__Bacteria; p__Planctomycetes; c__Phycisphaerae,k__Bacteria, p__Planctomycetes, c__Phycisphaerae,,,,
OTU7246,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__
OTU7247,k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__,k__Bacteria, p__Gemmatimonadetes, c__Gemm-3, o__, f__, g__, s__
OTU7248,k__Bacteria,k__Bacteria,,,,,,
OTU7249,k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__,k__Bacteria, p__Firmicutes, c__Clostridia, o__, f__, g__, s__
OTU725,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__, f__, g__, s__
OTU7250,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Verrucomicrobium; s__,k__Bacteria, p__Verrucomicrobia, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__Verrucomicrobium, s__
OTU7251,k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae,k__Bacteria, p__Chlamydiae, c__Chlamydiia, o__Chlamydiales, f__Parachlamydiaceae,,
OTU7252,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Solirubrobacteraceae, g__, s__
OTU7253,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia,k__Bacteria, p__Elusimicrobia, c__Elusimicrobia,,,,
OTU7254,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Spirobacillales, f__, g__, s__
OTU7255,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria,,,,
OTU7256,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Gemmataceae, g__, s__
OTU7257,k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__,k__Bacteria, p__Gemmatimonadetes, c__Gemm-3, o__, f__, g__, s__
OTU7258,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__FAC87; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__FAC87, f__, g__, s__
OTU7259,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria, p__OD1, c__ZB2, o__, f__, g__, s__
OTU726,k__Bacteria; p__Chlorobi; c__SJA-28; o__; f__; g__; s__,k__Bacteria, p__Chlorobi, c__SJA-28, o__, f__, g__, s__
OTU7260,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__, g__, s__
OTU7261,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__
OTU7262,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__GMD14H09; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__GMD14H09, f__, g__, s__
OTU7263,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Candidatus Xiphinematobacter; s__,k__Bacteria, p__Verrucomicrobia, c__[Spartobacteria], o__[Chthoniobacterales], f__[Chthoniobacteraceae], g__Candidatus Xiphinematobacter, s__
OTU7264,k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__; s__,k__Bacteria, p__Chloroflexi, c__Ktedonobacteria, o__Ktedonobacterales, f__Ktedonobacteraceae, g__, s__
OTU7266,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
OTU7267,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Ellin329, f__, g__, s__
OTU7269,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Saprospiraceae, g__, s__
OTU727,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Rhodoplanes,
OTU7270,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Peptostreptococcaceae, g__, s__
OTU7271,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__Flexithrix,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Flammeovirgaceae, g__Flexithrix,
OTU7272,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria, p__OD1, c__ZB2, o__, f__, g__, s__
OTU7273,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__Pleomorphomonas; s__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylocystaceae, g__Pleomorphomonas, s__
OTU7274,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__OM27; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__OM27, g__, s__
OTU7275,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Pirellulales, f__Pirellulaceae, g__, s__
OTU7276,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__BD7-3, f__, g__, s__
OTU7277,k__Bacteria,k__Bacteria,,,,,,
OTU7278,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__, s__
OTU7279,k__Bacteria; p__Bacteroidetes; c__[Rhodothermi]; o__[Rhodothermales]; f__[Balneolaceae]; g__KSA1; s__,k__Bacteria, p__Bacteroidetes, c__[Rhodothermi], o__[Rhodothermales], f__[Balneolaceae], g__KSA1, s__
OTU7280,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__, g__, s__
OTU7281,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria, p__OD1, c__ZB2, o__, f__, g__, s__
OTU7282,k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Simkaniaceae; g__; s__,k__Bacteria, p__Chlamydiae, c__Chlamydiia, o__Chlamydiales, f__Simkaniaceae, g__, s__
OTU7283,k__Bacteria; p__OD1; c__; o__; f__; g__; s__,k__Bacteria, p__OD1, c__, o__, f__, g__, s__
OTU7285,k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__; s__,k__Bacteria, p__Verrucomicrobia, c__Opitutae, o__Puniceicoccales, f__Puniceicoccaceae, g__, s__
OTU7287,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__
OTU7288,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__, s__
OTU7289,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__Fulvivirga; s__,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Flammeovirgaceae, g__Fulvivirga, s__
OTU729,k__Bacteria; p__SR1; c__; o__; f__; g__; s__,k__Bacteria, p__SR1, c__, o__, f__, g__, s__
OTU7290,k__Bacteria; p__Proteobacteria,k__Bacteria, p__Proteobacteria,,,,,
OTU7291,k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__,k__Bacteria, p__Firmicutes, c__Clostridia, o__, f__, g__, s__
OTU7292,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__; s__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__, s__
OTU7294,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
OTU7295,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Azohydromonas; s__,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Azohydromonas, s__
OTU7296,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
